word,pos,assigned_atom,cos_self,cos_top2,top2_atom,margin,margin_local,local_top_atom,l2_self,focus_rate
influence,n,LOG.effect,0.535463,0.726022,SOC.request,-0.190559,-0.331422,LOG.cause,12.933747,0.7124
exclusion,n,ACT.move,0.392938,0.840674,COM.conflict,-0.447736,-0.331408,ACT.abandon,11.783896,0.3698
coy,adj,TIM.indefinite,0.336333,0.853993,SOC.request,-0.51766,-0.331254,ABS.exempt,8.928438,0.5169
vacuity,n,EXS.void,0.375028,0.706128,EXS.nonbeing,-0.331099,-0.3311,EXS.nonbeing,14.53979,0.6832
altered,adj,FND.unchanging,0.451285,0.782156,FND.transformation,-0.330872,-0.330871,FND.transformation,15.000723,0.7578
excuse,v,EXS.being,0.56615,0.956692,PRP.single,-0.390542,-0.330392,ABS.self,10.175957,0.528
precentor,n,SOC.work,0.518629,0.848848,SOC.nation,-0.330219,-0.330219,SOC.nation,15.427714,0.4705
damnation,n,ACT.make,0.405064,0.884433,EMO.despair,-0.479369,-0.330214,ACT.abandon,17.55552,0.5777
offence,n,ACT.create,0.51389,0.916302,ECO.loss,-0.402412,-0.329557,ACT.destroy,13.554338,0.801
leaf,n,ACT.make,0.542316,0.846137,MAT.food,-0.303821,-0.329221,ACT.build,10.782336,0.745
fulfillment,n,ACT.make,0.472147,0.939272,COG.enlightenment,-0.467125,-0.328869,ACT.calm,13.522041,0.5763
extinguish,v,CHG.end,0.562958,0.934411,ECO.waste,-0.371454,-0.328512,CHG.decay,8.460074,0.429
snake,n,EXS.being,0.570669,0.929636,BOD.foot,-0.358967,-0.328233,ACT.exit,8.902303,0.5066
task,n,SOC.work,0.548631,0.650842,TIM.past,-0.102211,-0.32808,SOC.official,11.576098,0.5213
exemplify,v,CHG.grow,0.325338,0.844254,VAL.sacred,-0.518916,-0.328073,CHG.end,10.985599,0.5271
mask,n,COM.secret,0.501066,0.87297,PRP.shallow,-0.371905,-0.327202,COM.question,13.402476,0.8239
spark,v,PRP.part,0.472606,0.799797,PRP.new,-0.32719,-0.327191,PRP.new,16.789063,0.4531
septuple,adj,PRP.multiple,0.478419,0.855441,BOD.face,-0.377022,-0.326158,PRP.cold,9.128076,0.8364
migrate,v,EXS.being,0.296221,0.678352,ELM.wind,-0.382131,-0.325838,EXS.matter,11.038852,0.4258
eternity,n,FND.time,0.54252,0.868289,FND.timeless,-0.325768,-0.325769,FND.timeless,16.837427,0.4046
lallygag,v,EXS.being,0.407083,0.865543,WLD.artless,-0.45846,-0.325743,ACT.exit,10.321335,0.4466
hang out,v,SOC.nation,0.323997,0.706291,REL.different,-0.382294,-0.325603,SOC.family,11.069827,0.7552
descendant,n,ACT.descend,0.410901,0.837072,SOC.family,-0.426171,-0.325325,ACT.build,12.479675,0.3281
lap,n,WLD.realm,0.499267,0.920824,STA.comfort,-0.421557,-0.32496,SPC.inside,14.425866,0.4987
seal,n,EMO.respect,0.506246,0.770263,NAT.sea,-0.264017,-0.324745,EMO.forgiveness,12.03684,0.6401
getting,n,CHG.grow,0.590294,0.913966,CHG.end,-0.323673,-0.323672,CHG.end,9.651631,0.3449
flashback,n,ACT.move,0.455325,0.787522,EMO.hope,-0.332197,-0.323323,ACT.calm,13.876463,0.5361
desperate,adj,EMO.courage,0.306583,0.718571,ABS.foolish,-0.411988,-0.32213,EMO.worry,13.586615,0.4711
planktonic,adj,EXS.being,0.334926,0.740235,ELM.wind,-0.405308,-0.321467,EXS.matter,12.514252,0.6297
disunite,v,ACT.move,0.270976,0.728872,FND.transformation,-0.457896,-0.321446,ACT.calm,12.314391,0.5769
chlorinate,v,COM.conduct,0.304715,0.743147,ELM.earth,-0.438432,-0.321327,CHG.retreat,12.211608,0.6961
drive,n,SOC.homeless,0.56018,0.882612,WLD.nonscience,-0.322432,-0.321256,STA.illness,9.728262,0.3011
pureblood,adj,BEI.beast,0.566969,0.892676,WLD.religion,-0.325707,-0.321208,BEI.human,10.755218,0.6601
bender,n,FND.transformation,0.400306,0.922346,WLD.artless,-0.52204,-0.320881,FND.unconscious,18.723436,0.6303
polarization,n,ACT.move,0.392691,0.8401,WLD.culture,-0.447409,-0.320861,ACT.abandon,16.028007,0.3897
lollygag,v,EXS.being,0.401078,0.823724,WLD.artless,-0.422646,-0.320774,EXS.absence,10.635982,0.4384
dispatcher,n,SOC.homeless,0.410141,0.803603,COM.cooperate,-0.393462,-0.320582,SOC.family,13.744457,0.758
polarisation,n,ACT.move,0.275174,0.716491,FND.transformation,-0.441317,-0.320187,ACT.calm,12.616284,0.6403
mill about,v,EXS.being,0.407729,0.878653,PRP.shallow,-0.470924,-0.320136,EXS.matter,12.117262,0.5799
defender,n,TIM.now,0.45434,0.859225,BOD.face,-0.404885,-0.318879,TIM.come,12.624961,0.6203
office,n,SOC.work,0.445787,0.814605,ELM.earth,-0.368818,-0.318792,SOC.village,10.903021,0.6746
house,n,FND.play,0.379753,0.867778,ELM.earth,-0.488026,-0.318764,FND.spatiality,10.356222,0.9402
distillery,n,ACT.build,0.640367,0.959042,ACT.sit,-0.318675,-0.318675,ACT.sit,9.19398,0.6712
low spirits,n,PRP.high,0.569245,0.972905,EMO.unhappiness,-0.40366,-0.318631,PRP.difficult,14.888607,0.7161
call,n,COM.announce,0.584715,0.669551,FND.information,-0.084836,-0.318538,FND.information,7.628479,0.5271
toy,v,PRP.whole,0.514985,0.855297,ACT.emit,-0.340312,-0.317855,PRP.shallow,9.298067,0.3191
escalade,n,ACT.ascend,0.586133,0.729436,EXS.matter,-0.143303,-0.317342,MAT.clothing,10.009562,0.6296
preamble,n,COM.speak,0.237578,0.554734,COM.conduct,-0.317156,-0.317156,COM.conduct,13.437536,0.4787
moderato,adj,PRP.slow,0.618533,0.935588,PRP.single,-0.317055,-0.317055,PRP.single,7.558757,0.5958
clerk,n,FND.labor,0.50702,0.783609,TIM.period,-0.276589,-0.316608,ECO.save,12.141807,0.8316
note value,n,FND.temporality,0.380225,0.696424,FND.information,-0.3162,-0.316199,FND.information,8.280748,0.4466
decimalise,v,FND.number,0.206452,0.544192,CHG.begin,-0.33774,-0.316135,FND.transformation,17.171667,0.5443
decorate,v,PRP.whole,0.566828,0.882319,PRP.rough,-0.31549,-0.315491,PRP.rough,10.738127,0.8074
date,n,ACT.exit,0.335271,0.83615,FND.number,-0.50088,-0.315411,STA.health,14.884956,0.8005
loiter,v,EXS.being,0.528476,0.888109,ACT.leave,-0.359633,-0.315215,ACT.exit,9.736677,0.391
lick,v,COG.enlightenment,0.352675,0.907194,ACT.emit,-0.554519,-0.315202,COG.separate,12.704077,0.0761
transpiration,n,COM.conduct,0.324091,0.706291,REL.different,-0.382199,-0.315118,COM.cooperate,8.768626,0.5201
owner-occupier,n,SOC.citizen,0.560984,0.966979,EXS.physical_body,-0.405995,-0.314988,SOC.sleep,11.886794,0.5578
lamentable,adj,WLD.artless,0.446266,0.84561,VAL.evil,-0.399344,-0.314815,WLD.uncultured,8.297117,0.4578
evidence,n,EMO.manifest,0.577412,0.880663,FND.information,-0.303251,-0.314294,VAL.beauty,8.474519,0.3805
endeavour,n,FND.labor,0.576874,0.78774,PRP.easy,-0.210866,-0.314258,FND.consciousness,11.689157,0.565
benefit,n,ACT.obtain,0.577795,0.709098,PRP.young,-0.131303,-0.313985,SOC.work,9.999381,0.5376
hospitalize,v,TIM.period,0.451343,0.834423,PRP.slow,-0.38308,-0.313957,TIM.come,10.775583,0.6962
dribble,v,EXS.being,0.379745,0.794496,PRP.shallow,-0.414751,-0.313948,EXS.matter,10.863348,0.3633
cinch,n,FND.labor,0.575016,0.798477,PRP.easy,-0.223462,-0.313592,SOC.pass,9.628928,0.3611
poise,n,SOC.homeless,0.602252,0.919584,EMO.courage,-0.317333,-0.313484,SOC.awake,8.357313,0.7809
worst,n,LOG.effect,0.619274,0.932635,LOG.unreason,-0.313361,-0.313361,LOG.unreason,13.309926,0.7581
zoonotic,adj,STA.illness,0.430629,0.769403,COM.conflict,-0.338775,-0.313156,STA.war,15.111556,0.519
time,n,TIM.period,0.461029,0.504752,SOC.nation,-0.043723,-0.31309,PRP.multiple,8.482819,0.668
finish,n,PRP.whole,0.493297,0.563458,WLD.culture,-0.070161,-0.312628,WLD.technique,9.073076,0.6021
corroding,n,FND.transformation,0.552841,0.954949,PER.blind,-0.402108,-0.311921,FND.unconscious,17.235191,0.566
blackout,n,FND.transformation,0.356783,0.750211,CHG.decay,-0.393428,-0.311706,ACT.dissolve,13.939218,0.4785
condemnation,n,EMO.manifest,0.595742,0.915329,SOC.criticize,-0.319586,-0.311508,EMO.hate,10.574378,0.5607
unhealthy,adj,STA.health,0.58952,0.911547,ECO.loss,-0.322027,-0.311503,STA.danger,11.957544,0.9531
toss,n,ELM.sky,0.475847,0.869603,WLD.artless,-0.393756,-0.310799,PRP.large,12.628649,0.6026
disguise,n,COM.secret,0.47941,0.862475,PRP.shallow,-0.383065,-0.310795,COG.ignorance,9.230056,0.4424
moult,v,EXS.being,0.507648,0.885594,ACT.lie_down,-0.377946,-0.310675,EXS.physical_body,13.429771,0.6001
echo,n,COM.answer,0.499506,0.609555,EMO.like,-0.110049,-0.310549,ECO.income,10.670519,0.5878
loop,n,ABS.bound,0.503892,0.676066,TIM.period,-0.172174,-0.310472,SPC.reverse,17.003407,0.6218
confusion,n,ACT.make,0.503871,0.873475,COG.confusion,-0.369604,-0.310456,ACT.abandon,12.064141,0.3217
councillor,n,SOC.work,0.456596,0.817079,COM.cooperate,-0.360483,-0.310267,SOC.family,13.202156,0.5575
shallow,n,FND.transformation,0.295423,0.780782,PRP.shallow,-0.485359,-0.310168,PRP.sharp,15.213189,0.8921
cooperate,v,COM.practice,0.549434,0.859364,COM.cooperate,-0.30993,-0.30993,COM.cooperate,9.400191,0.4164
assorted,adj,ABS.other,0.31593,0.848902,ACT.sit,-0.532972,-0.309738,ABS.bound,11.918384,0.4237
nonvascular organism,n,EXS.being,0.48845,0.871499,WLD.outer_realm,-0.383048,-0.30966,EXS.void,11.024108,0.6104
glut,n,ACT.give,0.368869,0.731951,STA.wound,-0.363083,-0.30923,ACT.destroy,14.987879,0.5605
galore,adj,PRP.multiple,0.527041,0.836215,PRP.clear,-0.309174,-0.309174,PRP.clear,8.872833,0.4062
source,n,ACT.obtain,0.539151,0.606752,ECO.earn,-0.067601,-0.308856,STA.healing,12.857826,0.6203
inexperienced,adj,PRP.new,0.517973,0.874185,EMO.pride,-0.356213,-0.307786,COG.intention,13.957438,0.7128
featherbedding,n,COM.practice,0.40675,0.714505,COM.conflict,-0.307755,-0.307755,COM.conflict,9.126454,0.3838
litter,n,EXS.being,0.459839,0.834824,PER.stench,-0.374984,-0.307501,EXS.matter,13.116729,0.9438
rule,n,FND.temporality,0.534203,0.752898,WLD.science,-0.218694,-0.307401,FND.history,13.686519,0.4457
confine,v,ABS.release,0.455214,0.938429,PER.blind,-0.483215,-0.307055,ACT.abandon,16.315548,0.4933
disconnection,n,ACT.move,0.492813,0.863435,SOC.stateless,-0.370622,-0.306996,ACT.abandon,11.893705,0.6657
fractious,adj,PRP.hard,0.377866,0.80018,ABS.foolish,-0.422314,-0.306793,PRP.dirty,11.33141,0.4644
forwarding,n,SOC.homeless,0.475449,0.781962,SOC.request,-0.306512,-0.306513,SOC.request,10.317415,0.581
smartness,n,PRP.bright,0.498557,0.880553,COG.think,-0.381996,-0.306428,PRP.clear,10.784633,0.3073
crack-up,n,ACT.receive,0.44011,0.830927,ECO.loss,-0.390817,-0.306366,ACT.abandon,14.642106,0.9068
center,v,SOC.homeless,0.554169,0.880637,ABS.wise,-0.326467,-0.306284,SOC.individual,8.973853,0.3772
short,n,ACT.build,0.47407,0.861069,STA.illness,-0.386999,-0.306142,ACT.dissolve,12.938303,0.6306
report,n,COM.announce,0.581527,0.617417,FND.information,-0.03589,-0.305958,WLD.science,13.218514,0.6043
open,adj,SPC.outside,0.573546,0.83945,TIM.come,-0.265904,-0.305344,SOC.village,10.353181,0.7254
foible,n,PRP.part,0.575973,0.95544,SOC.refuse,-0.379468,-0.304999,PRP.difficult,13.021552,0.5367
attack,v,ACT.receive,0.534732,0.869881,SOC.attack,-0.335149,-0.304478,ACT.destroy,14.235352,0.8862
disconcertment,n,ACT.make,0.521355,0.914027,LOG.unreason,-0.392673,-0.303988,ACT.abandon,11.619178,0.3831
sweat,v,EXS.being,0.463942,0.867925,PRP.shallow,-0.403982,-0.303605,ACT.exit,14.547047,0.7642
compartmentalisation,n,SOC.homeless,0.384465,0.687979,SOC.nation,-0.303513,-0.303514,SOC.nation,9.42872,0.4447
infinite,adj,FND.time,0.68806,0.991069,FND.timeless,-0.303009,-0.303009,FND.timeless,17.179771,0.4317
instantaneous,adj,TIM.moment,0.49136,0.835432,ACT.stand,-0.344071,-0.302969,TIM.appear,12.7526,0.6474
achievable,adj,EXS.being,0.364694,0.667605,PRP.young,-0.302911,-0.302911,PRP.young,11.291266,0.6362
unacceptability,n,PRP.impossible,0.52138,0.823749,PRP.easy,-0.302369,-0.302369,PRP.easy,9.712892,0.5609
term,n,FND.number,0.423065,0.777875,EMO.pride,-0.35481,-0.302244,FND.consciousness,11.60906,0.6645
bastardly,adj,SOC.family,0.657972,0.973072,EMO.hate,-0.3151,-0.301269,SOC.criticize,14.500255,0.6701
virtuosity,n,WLD.science,0.536144,0.949223,COG.enlightenment,-0.413079,-0.301006,WLD.nonscience,13.947452,0.5044
chancy,adj,STA.danger,0.498841,0.859225,BOD.face,-0.360384,-0.300899,STA.health,11.215614,0.723
nose,v,WLD.technique,0.544928,0.903333,ACT.go,-0.358405,-0.300653,WLD.artless,8.502335,0.4323
eternal,adj,PRP.long,0.506852,0.876159,FND.numberless,-0.369307,-0.300292,PRP.impossible,14.386119,0.6567
chump change,n,ECO.currency,0.548567,0.958264,EMO.dislike,-0.409697,-0.300201,ECO.loss,12.688147,0.5509
overspecialise,v,PRP.narrow,0.613407,0.932999,VAL.correct,-0.319592,-0.300117,PRP.difficult,10.055795,0.6386
gulp,v,COM.speak,0.481877,0.852115,MAT.food,-0.370238,-0.29981,BOD.mouth,11.285334,0.7064
progress,n,ACT.move,0.490713,0.89543,COG.intention,-0.404717,-0.299774,EXS.matter,11.49954,0.3846
millenary,adj,TIM.period,0.467438,0.933798,FND.ahistorical,-0.46636,-0.299726,FND.temporality,14.436101,0.5522
moonshiner,n,ACT.build,0.578607,0.878224,ACT.stand,-0.299616,-0.299617,ACT.stand,11.647175,0.5701
resolute,adj,PRP.hard,0.649599,0.94887,PRP.single,-0.299271,-0.299271,PRP.single,9.078664,0.4358
approachable,adj,ACT.move,0.536444,0.87513,EMO.compassion,-0.338686,-0.298977,ACT.calm,10.99197,0.3817
unsounded,adj,PRP.deep,0.487164,0.886058,ACT.stand,-0.398893,-0.298588,PRP.soft,10.971837,0.4906
parasitical,adj,EXS.being,0.460044,0.848253,EMO.hate,-0.388208,-0.298542,EXS.absence,17.243597,0.5102
dull,v,FND.transformation,0.090108,0.587553,PRP.dirty,-0.497445,-0.298438,FND.memoryless,15.365033,0.4436
chieftain,n,SOC.work,0.595727,0.893985,SOC.public,-0.298259,-0.298258,SOC.public,8.323146,0.3067
agone,adj,TIM.past,0.278795,0.57619,TIM.period,-0.297395,-0.297395,TIM.period,7.636958,0.3706
damnatory,adj,ACT.create,0.496524,0.897017,EMO.anger,-0.400493,-0.296788,ACT.abandon,13.411981,0.3791
neck,v,SOC.individual,0.509886,0.808529,PRP.near,-0.298643,-0.29673,SOC.village,16.672842,0.5908
pseudoscientific,adj,WLD.nonscience,0.338278,0.705604,VAL.falsehood,-0.367325,-0.296728,WLD.unskilled,16.254987,0.4889
stop,n,ACT.take,0.602153,0.830813,LOG.effect,-0.228661,-0.296504,BOD.hand,9.916736,0.3006
obnubilate,v,COM.secret,0.139889,0.486882,ACT.agitate,-0.346993,-0.296476,COM.announce,10.715202,0.6512
long-play,adj,PRP.slow,0.405175,0.740812,FND.numberless,-0.335637,-0.296067,PRP.long,9.615248,0.3847
few,adj,FND.number,0.413192,0.75565,EMO.pride,-0.342458,-0.295751,TIM.now,10.962095,0.7129
profit,n,ACT.obtain,0.61345,0.750568,COM.question,-0.137118,-0.295727,ACT.move,9.010235,0.3384
tittle-tattle,n,BOD.mouth,0.4863,0.710784,VAL.falsehood,-0.224485,-0.295652,COM.speak,11.688428,0.3435
reassure,v,EMO.anxiety,0.627882,0.931186,ACT.calm,-0.303304,-0.295334,EMO.forgiveness,15.746004,0.4872
kin,adj,SOC.individual,0.451659,0.826515,VAL.sacred,-0.374856,-0.295324,SOC.family,18.587094,0.6839
search,v,SOC.official,0.536122,0.862793,ACT.rise,-0.326671,-0.294864,SOC.awake,11.731052,0.6031
corner,n,SOC.nation,0.335677,0.749625,COM.conflict,-0.413948,-0.294833,SOC.criticize,10.112139,0.4978
mess about,v,EXS.being,0.42393,0.858297,WLD.artless,-0.434367,-0.294734,ACT.exit,18.333853,0.5826
circuit,n,ACT.move,0.346756,0.661368,TIM.period,-0.314612,-0.294316,SOC.pass,13.569002,0.6482
appositive,adj,ACT.move,0.394972,0.81092,COG.enlightenment,-0.415948,-0.293886,ACT.calm,12.39107,0.4872
confession,n,COM.announce,0.50789,0.901528,EMO.love,-0.393638,-0.293845,COM.teach,9.038238,0.4691
support,n,SOC.defend,0.606909,0.806647,REL.same,-0.199738,-0.293504,ACT.give,12.59566,0.5251
set in motion,v,SOC.homeless,0.386735,0.73833,FND.transformation,-0.351595,-0.293427,SOC.city,15.306947,0.6125
firmamental,adj,ABS.bound,0.405872,0.850633,VAL.sacred,-0.444761,-0.293409,ABS.wise,9.115001,0.5439
center,n,ACT.move,0.599479,0.835652,SOC.city,-0.236173,-0.293025,ACT.stand,10.333451,0.312
formalistic,adj,WLD.nonscience,0.319819,0.624694,PRP.multiple,-0.304876,-0.29297,WLD.technique,14.275801,0.5017
gestate,v,FND.time,0.474959,0.882114,ACT.make,-0.407155,-0.292873,FND.transformation,19.697207,0.4655
dupe,n,SOC.individual,0.618168,0.833666,SOC.criticize,-0.215498,-0.29254,EMO.pride,13.298361,0.6653
co-educate,v,COM.teach,0.332183,0.73066,REL.together,-0.398477,-0.292081,COM.cooperate,11.886621,0.5816
knitter,n,ACT.make,0.561278,0.859225,BOD.face,-0.297948,-0.291985,ACT.sit,12.592509,0.6004
lounge,v,EXS.being,0.414319,0.883699,PRP.shallow,-0.469379,-0.291872,ACT.exit,11.794918,0.5832
tosser,n,ELM.sky,0.456666,0.87569,PER.see,-0.419024,-0.291361,PRP.large,10.759577,0.6605
computational,adj,FND.mind,0.61531,0.906322,FND.information,-0.291012,-0.291012,FND.information,11.326906,0.913
poikilothermous,adj,EXS.being,0.429123,0.790237,PRP.part,-0.361113,-0.291007,EXS.matter,10.551998,0.3654
gestational,adj,FND.time,0.519904,0.884369,ACT.build,-0.364464,-0.290862,FND.labor,20.143918,0.4745
sericultural,adj,COM.conduct,0.49791,0.88176,PER.odorless,-0.38385,-0.290446,COM.silence,13.706353,0.5264
gentile,adj,SOC.individual,0.645094,0.907734,ABS.responsibility,-0.26264,-0.290371,EMO.patience,13.937209,0.5749
provocation,n,ACT.build,0.484317,0.84408,ABS.release,-0.359763,-0.290254,ACT.calm,11.640312,0.4403
rationalize,v,SOC.defend,0.359397,0.706291,REL.different,-0.346894,-0.290203,SOC.family,9.382711,0.5934
disconcertment,n,ACT.build,0.344679,0.788501,EMO.anxiety,-0.443822,-0.289696,ACT.abandon,16.599465,0.5312
overture,n,CHG.advance,0.598806,0.888477,CHG.begin,-0.289671,-0.289671,CHG.begin,17.572052,0.5864
tectonics,n,WLD.science,0.48799,0.894844,ELM.earth,-0.406853,-0.289605,WLD.outer_realm,8.793399,0.82
prefectural,adj,SOC.work,0.603798,0.894658,WLD.realm,-0.29086,-0.289483,SOC.nation,9.155351,0.4585
communication,n,ACT.move,0.245564,0.71555,COM.announce,-0.469985,-0.289473,ACT.agitate,13.214092,0.4543
suffer,v,ACT.receive,0.587043,0.937138,STA.poverty,-0.350096,-0.289171,ACT.lose,14.185646,0.6713
diversify,v,PRP.narrow,0.325438,0.826293,STA.peace,-0.500855,-0.288841,PRP.deep,20.612351,0.3525
quake,n,ACT.agitate,0.518318,0.735042,STA.pain,-0.216723,-0.28879,ELM.fire,18.461182,0.5327
FTP,n,SOC.homeless,0.039718,0.609111,ACT.receive,-0.569393,-0.288318,SOC.public,10.079612,0.6247
alive,adj,EXS.being,0.58784,0.929595,PER.untouched,-0.341756,-0.288289,EXS.physical_body,14.695816,0.6106
eternity,n,FND.temporality,0.616036,0.925744,EXS.nonbeing,-0.309708,-0.287954,FND.timeless,13.169355,0.4545
hunt,n,FND.labor,0.552367,0.703641,ACT.build,-0.151274,-0.287299,BEI.beast,10.661821,0.6576
head,n,CHG.advance,0.514967,0.74837,ELM.wind,-0.233404,-0.286999,ACT.move,8.144321,0.4774
sealed,adj,TIM.indefinite,0.383754,0.857844,PRP.high,-0.47409,-0.286938,TIM.come,8.188428,0.4257
impermanent,adj,WLD.secular,0.243928,0.627904,TIM.period,-0.383977,-0.286856,WLD.realm,8.681927,0.3614
retailing,n,EXS.being,0.436506,0.791676,NAT.sea,-0.355169,-0.286849,EXS.matter,13.130388,0.585
place,n,SOC.work,0.571414,0.806908,BOD.foot,-0.235494,-0.286829,SOC.citizen,9.764142,0.7087
provocative,adj,ACT.make,0.549552,0.83622,ACT.calm,-0.286667,-0.286668,ACT.calm,13.608301,0.3925
panhandler,n,SOC.request,0.409547,0.798283,TIM.come,-0.388737,-0.286496,SOC.pass,17.269357,0.5318
Neandertal man,n,BEI.human,0.394724,0.835275,ELM.earth,-0.440551,-0.286191,BEI.plant,12.137123,0.937
arrogate,v,EXS.being,0.493292,0.914973,SOC.criticize,-0.421682,-0.286059,EXS.absence,10.735033,0.438
wedding night,n,ELM.night,0.41119,0.958657,EMO.forgiveness,-0.547468,-0.285973,SPC.reverse,21.42039,0.4349
introduction,n,ACT.move,0.518732,0.804657,ACT.create,-0.285926,-0.285925,ACT.create,13.491724,0.4947
convalescent,adj,STA.illness,0.461089,0.818017,ABS.release,-0.356928,-0.285754,STA.healing,16.098023,0.4996
piece of cake,n,FND.labor,0.527578,0.850301,VAL.good,-0.322723,-0.285399,FND.consciousness,8.736396,0.4978
spandrel,n,PRP.shallow,0.593809,0.87907,PRP.part,-0.285262,-0.285261,PRP.part,8.563887,0.3958
fragmental,adj,PRP.part,0.349587,0.641708,ACT.receive,-0.292121,-0.285065,PRP.single,10.345201,0.7534
marshal,n,SOC.homeless,0.41012,0.784719,STA.peace,-0.374599,-0.284992,SOC.public,15.071496,0.6114
correct,adj,VAL.correct,0.62704,0.822223,PRP.single,-0.195184,-0.284723,ABS.wise,11.020356,0.5436
facilitate,v,ACT.make,0.20227,0.486882,ACT.agitate,-0.284612,-0.284612,ACT.agitate,12.797912,0.8098
inducing,n,ACT.make,0.20227,0.486882,ACT.agitate,-0.284612,-0.284612,ACT.agitate,12.797912,0.6574
impending,adj,PRP.near,0.43786,0.809558,WLD.culture,-0.371698,-0.284508,PRP.impossible,10.177639,0.3626
workable,adj,PRP.possible,0.505719,0.946077,ABS.responsibility,-0.440359,-0.284366,PRP.single,7.310809,0.438
folder,n,FND.transformation,0.488102,0.772423,FND.information,-0.284322,-0.284321,FND.information,13.277797,0.7441
hybrid,adj,EXS.being,0.549069,0.750719,REL.alone,-0.20165,-0.284142,EXS.life,11.481157,0.5425
ulcerate,v,FND.transformation,0.567613,0.903364,PER.blind,-0.335751,-0.284086,FND.unconscious,20.239602,0.457
rank,v,EXS.being,0.321603,0.708221,REL.different,-0.386618,-0.284016,FND.time,11.421224,0.3595
sealer,n,SOC.official,0.566123,0.909152,STA.healing,-0.343029,-0.283819,SOC.awake,14.312141,0.5971
agrobiology,n,WLD.science,0.228567,0.699596,ELM.earth,-0.471029,-0.283802,ECO.money,11.787557,0.512
demineralize,v,COM.conduct,0.445059,0.800763,PRP.slow,-0.355704,-0.283667,CHG.retreat,11.388479,0.5931
literacy,n,WLD.technique,0.203318,0.781102,FND.information,-0.577784,-0.283601,WLD.science,11.566223,0.8392
past,adj,PRP.new,0.438867,0.868423,COG.learn,-0.429556,-0.283393,FND.mind,13.400193,0.5835
sacrifice,n,ACT.lose,0.622033,0.894188,WLD.nonscience,-0.272155,-0.283307,ACT.abandon,13.040901,0.5958
stool,v,COG.learn,0.422436,0.822579,BOD.foot,-0.400142,-0.283235,COG.separate,13.62422,0.6138
