word,pos,assigned_atom,cos_self,cos_top2,top2_atom,margin,l2_self,focus_rate,re_observed
confrontation,n,PER.see,0.483589,0.899512,COM.conflict,-0.415923,15.064585,0.5179,False
accompany,v,ACT.move,0.47665,0.892545,REL.together,-0.415895,14.18617,0.6252,False
cooperation,n,COM.practice,0.330335,0.746176,REL.different,-0.415842,11.249096,0.9576,False
reefy,adj,PRP.shallow,0.512564,0.928224,BOD.eye,-0.41566,11.772432,0.575,True
familial,adj,SOC.individual,0.469309,0.884481,SOC.public,-0.415171,13.331108,0.4357,False
pluralism,n,COM.practice,0.407042,0.822149,REL.same,-0.415107,13.096047,0.477,True
derive,v,ACT.descend,0.388303,0.803391,VAL.correct,-0.415088,15.296807,0.753,False
materialization,n,COM.conduct,0.391051,0.80598,NAT.sea,-0.414928,13.379546,0.6773,True
drivel,v,EXS.being,0.342414,0.7573,PRP.shallow,-0.414886,10.728371,0.4179,False
dribble,v,EXS.being,0.379745,0.794496,PRP.shallow,-0.414751,10.863348,0.3633,False
lapse,n,ACT.stop,0.163313,0.577585,ECO.loss,-0.414272,11.102148,0.6646,True
corner,n,SOC.nation,0.335677,0.749625,COM.conflict,-0.413948,10.112139,0.4978,True
stratification,n,SOC.homeless,0.431996,0.845609,SOC.nation,-0.413613,13.921133,0.602,False
virtuosity,n,WLD.science,0.536144,0.949223,COG.enlightenment,-0.413079,13.947452,0.5044,True
decadent,n,FND.transformation,0.396269,0.809127,VAL.evil,-0.412858,16.277891,0.7383,False
artful,adj,WLD.artless,0.397715,0.810062,VAL.sacred,-0.412347,13.314305,0.6733,False
extradition,n,ACT.move,0.279238,0.69136,SOC.nation,-0.412122,16.473816,0.5978,False
desperate,adj,EMO.courage,0.306583,0.718571,ABS.foolish,-0.411988,13.586615,0.4711,False
conciliate,v,PRP.soft,0.358437,0.769771,SOC.request,-0.411334,14.898048,0.526,True
wide,adj,PRP.deep,0.238044,0.64902,ELM.earth,-0.410976,10.203,0.553,True
whore,v,FND.labor,0.386885,0.797388,STA.war,-0.410504,11.969761,0.9875,False
singalong,n,COM.speak,0.3876,0.797877,SOC.village,-0.410277,16.82415,0.4874,True
externality,n,SPC.outside,0.446494,0.856677,COM.conduct,-0.410183,10.987023,0.3447,False
logician,n,FND.logic,0.440287,0.850344,FND.uninformed,-0.410058,12.169092,0.584,True
chump change,n,ECO.currency,0.548567,0.958264,EMO.dislike,-0.409697,12.688147,0.5509,False
several,adj,PRP.multiple,0.481076,0.890138,PRP.blunt,-0.409062,8.856064,0.4684,True
price,n,PER.hear,0.458427,0.866813,VAL.incorrect,-0.408386,11.32361,0.1733,False
anger,n,ACT.make,0.5134,0.921684,EMO.shame,-0.408284,13.067869,0.4985,False
overlordship,n,SOC.individual,0.446769,0.855031,SOC.nation,-0.408262,16.640252,0.3794,False
Kalashnikov culture,n,WLD.culture,0.544354,0.952415,VAL.ugliness,-0.408061,14.573896,0.5016,False
blush,n,FND.transformation,0.498685,0.906594,PRP.shallow,-0.407909,16.458839,0.639,False
gestate,v,FND.time,0.474959,0.882114,ACT.make,-0.407155,19.697207,0.4655,False
tectonics,n,WLD.science,0.48799,0.894844,ELM.earth,-0.406853,8.793399,0.82,False
affectionateness,n,PRP.hot,0.52185,0.928268,BEI.parent,-0.406419,19.524008,0.5803,False
innumerableness,n,FND.number,0.502166,0.908356,FND.ahistorical,-0.40619,13.324316,0.5605,True
owner-occupier,n,SOC.citizen,0.560984,0.966979,EXS.physical_body,-0.405995,11.886794,0.5578,False
lovesome,adj,PRP.hot,0.47754,0.883355,EMO.forgiveness,-0.405815,15.015027,0.5184,False
get dressed,v,FND.transformation,0.484678,0.890473,PRP.shallow,-0.405795,17.622426,0.5903,False
transmit,v,SOC.homeless,0.186126,0.591501,ACT.receive,-0.405375,13.554682,0.5857,True
planktonic,adj,EXS.being,0.334926,0.740235,ELM.wind,-0.405308,12.514252,0.6297,True
defender,n,TIM.now,0.45434,0.859225,BOD.face,-0.404885,12.624961,0.6203,True
progress,n,ACT.move,0.490713,0.89543,COG.intention,-0.404717,11.49954,0.3846,False
ailment,n,EXS.being,0.496002,0.900457,STA.wound,-0.404455,13.160304,0.585,True
lapse,n,CHG.advance,0.458266,0.862338,WLD.uncultured,-0.404071,9.811786,0.653,False
sweat,v,EXS.being,0.463942,0.867925,PRP.shallow,-0.403982,14.547047,0.7642,False
half-century,n,TIM.period,0.408804,0.812743,FND.information,-0.403939,8.967073,0.4696,False
Homo sapiens neanderthalensis,n,BEI.human,0.395925,0.799826,TIM.appear,-0.4039,11.620543,0.5805,False
Lord,n,PRP.soft,0.480422,0.884251,REL.alone,-0.403829,17.7232,0.4962,False
low spirits,n,PRP.high,0.569245,0.972905,EMO.unhappiness,-0.40366,14.888607,0.7161,False
edit,v,ACT.emit,0.46753,0.871188,FND.history,-0.403658,14.990185,0.5986,False
slobber,v,EXS.being,0.532746,0.936045,ACT.sit,-0.403299,12.451325,0.9041,False
implement,v,SOC.pass,0.296892,0.700116,WLD.realm,-0.403224,11.438247,0.7096,True
mildew,v,EXS.being,0.431499,0.834685,STA.wound,-0.403187,17.035691,0.6165,False
neighborly,adj,EXS.being,0.499618,0.902567,REL.together,-0.40295,15.774763,0.504,False
dull,adj,FND.spatiality,0.468792,0.871416,WLD.artless,-0.402625,11.644403,0.5192,True
spousal,adj,SOC.individual,0.382895,0.785502,COM.cooperate,-0.402608,18.494949,0.5729,False
offence,n,ACT.create,0.51389,0.916302,ECO.loss,-0.402412,13.554338,0.801,False
stale,adj,PRP.new,0.486131,0.888497,PRP.blunt,-0.402365,15.22464,0.6511,True
debarment,n,ACT.move,0.400454,0.8027,SOC.criticize,-0.402246,11.025761,0.4092,True
corroding,n,FND.transformation,0.552841,0.954949,PER.blind,-0.402108,17.235191,0.566,False
fret,n,ACT.give,0.385971,0.788059,COG.mindless,-0.402088,11.994278,0.6496,True
censorial,adj,LOG.cause,0.402811,0.804622,VAL.incorrect,-0.40181,14.826082,0.5557,False
reign,v,TIM.period,0.395952,0.797518,COM.cooperate,-0.401566,20.615678,0.475,False
corpus,n,PRP.part,0.457218,0.858559,FND.information,-0.401341,12.393267,0.8079,False
squeak,v,PRP.whole,0.460762,0.861926,PRP.wet,-0.401164,10.851146,0.8154,False
infinity,n,FND.temporality,0.451396,0.852006,EXS.nonbeing,-0.40061,15.464609,0.5362,False
damnatory,adj,ACT.create,0.496524,0.897017,EMO.anger,-0.400493,13.411981,0.3791,False
void,n,EXS.void,0.381114,0.781444,FND.timeless,-0.40033,13.128671,0.8084,False
stool,v,COG.learn,0.422436,0.822579,BOD.foot,-0.400142,13.62422,0.6138,True
one of the boys,n,BEI.male,0.518547,0.91864,SOC.public,-0.400093,15.263535,0.5469,False
commissariat,n,MAT.food,0.3022,0.702159,WLD.realm,-0.399959,16.616418,0.6034,True
semantic,adj,WLD.science,0.444417,0.844376,VAL.sacred,-0.399959,13.788268,0.6953,False
dirty pool,n,COM.conduct,0.476105,0.875887,VAL.evil,-0.399783,10.311502,0.743,False
immensity,n,PRP.large,0.418948,0.818587,FND.numberless,-0.399639,17.07937,0.5534,False
excommunication,n,ECO.withdraw,0.460662,0.860226,VAL.profane,-0.399564,13.445308,0.4963,False
inactiveness,n,COM.conduct,0.544893,0.944302,ABS.foolish,-0.39941,8.330735,0.4495,False
lamentable,adj,WLD.artless,0.446266,0.84561,VAL.evil,-0.399344,8.297117,0.4578,False
susurrant,adj,COM.speak,0.456894,0.856126,ELM.sky,-0.399232,13.726397,0.7213,False
reenactment,n,ACT.build,0.402891,0.802095,ELM.night,-0.399204,10.915348,0.5061,False
unsounded,adj,PRP.deep,0.487164,0.886058,ACT.stand,-0.398893,10.971837,0.4906,True
pod,v,ACT.obtain,0.330162,0.728749,COM.cooperate,-0.398588,10.115517,0.4345,False
co-educate,v,COM.teach,0.332183,0.73066,REL.together,-0.398477,11.886621,0.5816,True
empyreal,adj,ABS.bound,0.43617,0.834448,VAL.sacred,-0.398278,9.60619,0.4193,False
benthonic,adj,EXS.being,0.49044,0.888565,ELM.water,-0.398125,11.122827,0.7846,False
mistime,v,FND.time,0.346299,0.743879,ECO.loss,-0.39758,11.082783,0.3931,True
codswallop,n,ECO.waste,0.20905,0.606459,VAL.sacred,-0.397409,11.910612,0.159,True
locution,n,FND.language,0.255897,0.653226,TIM.appear,-0.397329,10.869481,0.6303,True
advancement,n,ACT.move,0.302234,0.698546,COM.announce,-0.396311,12.843528,0.4716,False
narrow down,v,PRP.narrow,0.315595,0.711506,WLD.unskilled,-0.395911,10.959882,0.8071,True
gross profit,n,ECO.earn,0.548246,0.943689,FND.information,-0.395443,11.295402,0.8004,False
clock,n,FND.time,0.488273,0.883568,PER.see,-0.395296,16.857338,0.5818,False
degauss,v,COM.conduct,0.495799,0.889846,ACT.stand,-0.394047,14.12204,0.6437,True
pyrochemical,adj,COM.conduct,0.431815,0.825818,ELM.water,-0.394003,7.841795,0.472,False
sound,v,COM.announce,0.358579,0.75241,ELM.wind,-0.393831,14.317711,0.6586,True
present,n,TIM.now,0.558276,0.952039,FND.timeless,-0.393764,17.489701,0.5449,False
toss,n,ELM.sky,0.475847,0.869603,WLD.artless,-0.393756,12.628649,0.6026,True
imminent,adj,PRP.near,0.375505,0.769236,PRP.young,-0.393731,14.939082,0.4875,False
confession,n,COM.announce,0.50789,0.901528,EMO.love,-0.393638,9.038238,0.4691,False
dispatcher,n,SOC.homeless,0.410141,0.803603,COM.cooperate,-0.393462,13.744457,0.758,True
blackout,n,FND.transformation,0.356783,0.750211,CHG.decay,-0.393428,13.939218,0.4785,False
stretch,n,FND.temporality,0.268189,0.661354,STA.healing,-0.393165,8.739356,0.4774,True
lounger,n,EXS.being,0.456535,0.849481,ACT.sink,-0.392946,13.080094,0.8869,False
knight,n,PRP.soft,0.297759,0.690694,WLD.nonscience,-0.392935,12.222595,0.9909,False
disconcertment,n,ACT.make,0.521355,0.914027,LOG.unreason,-0.392673,11.619178,0.3831,False
rating,n,EXS.being,0.466669,0.858783,FND.information,-0.392114,13.186334,0.6371,False
chemical,adj,WLD.science,0.437109,0.828728,ACT.sink,-0.391619,9.306282,0.6081,True
lead off,v,VAL.profane,0.211371,0.602479,CHG.begin,-0.391107,11.987084,0.5938,True
republish,v,FND.labor,0.483348,0.874365,FND.information,-0.391017,11.66441,0.9659,False
crack-up,n,ACT.receive,0.44011,0.830927,ECO.loss,-0.390817,14.642106,0.9068,False
excuse,v,EXS.being,0.56615,0.956692,PRP.single,-0.390542,10.175957,0.528,True
extraneousness,n,WLD.outer_realm,0.414946,0.805375,TIM.indefinite,-0.390429,9.853933,0.4438,False
drinkable,n,MAT.food,0.435206,0.825434,COG.think,-0.390229,11.911266,0.5329,False
compartmentalisation,n,ACT.move,0.454296,0.844436,FND.logic,-0.39014,10.94785,0.3691,False
mild,adj,PRP.deep,0.469197,0.859225,BOD.face,-0.390028,7.99132,0.4955,True
rectifier,n,VAL.correct,0.422012,0.811369,CHG.advance,-0.389357,14.138169,0.6217,True
panhandler,n,SOC.request,0.409547,0.798283,TIM.come,-0.388737,17.269357,0.5318,True
circular,n,SOC.homeless,0.280983,0.669707,ELM.night,-0.388724,14.029358,0.9233,False
backwash,n,LOG.effect,0.420813,0.809526,ECO.waste,-0.388713,12.320407,0.7941,False
at present,adv,TIM.now,0.495453,0.884155,ACT.sit,-0.388702,9.267667,0.5355,True
poster,n,COM.announce,0.346751,0.735093,ELM.wind,-0.388342,14.349847,0.6162,True
many an,adj,PRP.multiple,0.473359,0.861673,REL.alone,-0.388314,11.3458,0.5411,True
parasitical,adj,EXS.being,0.460044,0.848253,EMO.hate,-0.388208,17.243597,0.5102,True
biennial,adj,EXS.being,0.226585,0.614134,TIM.period,-0.387548,13.753375,0.8132,False
sequestration,n,ACT.take,0.462821,0.85032,REL.same,-0.387499,11.191574,0.5091,True
repeat,v,LOG.cause,0.281323,0.668809,TIM.period,-0.387487,17.351143,0.6561,False
conciliator,n,PRP.soft,0.394715,0.781859,STA.peace,-0.387145,14.390454,0.5489,True
short,n,ACT.build,0.47407,0.861069,STA.illness,-0.386999,12.938303,0.6306,True
swing,n,EXS.being,0.384259,0.771244,ELM.night,-0.386985,10.801386,0.4456,False
rank,v,EXS.being,0.321603,0.708221,REL.different,-0.386618,11.421224,0.3595,False
channelise,v,ACT.build,0.448921,0.835275,ELM.earth,-0.386354,10.545904,0.8244,False
intellectual nourishment,n,MAT.food,0.531172,0.917512,COG.enlightenment,-0.386339,10.721844,0.3486,False
signal,n,ACT.give,0.509451,0.895691,FND.information,-0.386241,13.60627,0.8064,False
fungus,n,EXS.being,0.472856,0.85905,TIM.appear,-0.386194,15.420499,0.6872,True
embrocation,n,EMO.happiness,0.520314,0.906399,ACT.emit,-0.386086,13.797699,0.8127,False
knock,v,EXS.being,0.476135,0.862052,TIM.come,-0.385918,10.101511,0.5141,False
coloring,n,FND.transformation,0.509696,0.895573,PRP.shallow,-0.385877,12.475177,0.4902,False
reappearance,n,TIM.appear,0.532234,0.917909,ELM.night,-0.385675,11.423003,0.3856,False
spirit,n,PER.taste,0.474006,0.859284,VAL.sacred,-0.385279,13.37712,0.4378,False
food for thought,n,MAT.food,0.492497,0.877674,COM.question,-0.385177,14.146282,0.5932,False
Caucasian,adj,EXS.being,0.430279,0.815253,PRP.easy,-0.384974,12.594547,0.5731,True
specialise,v,PRP.narrow,0.532995,0.917814,VAL.correct,-0.384819,14.379079,0.4079,False
baulk,v,EXS.being,0.436247,0.821013,WLD.unskilled,-0.384766,10.048034,0.4901,False
wind,n,SPC.direction,0.406774,0.791132,ELM.wind,-0.384359,9.688028,0.5987,True
impermanent,adj,WLD.secular,0.243928,0.627904,TIM.period,-0.383977,8.681927,0.3614,True
sericultural,adj,COM.conduct,0.49791,0.88176,PER.odorless,-0.38385,13.706353,0.5264,True
opponent,adj,EXS.being,0.502046,0.885225,COM.conflict,-0.38318,9.877561,0.4445,False
hospitalize,v,TIM.period,0.451343,0.834423,PRP.slow,-0.38308,10.775583,0.6962,False
disguise,n,COM.secret,0.47941,0.862475,PRP.shallow,-0.383065,9.230056,0.4424,False
nonvascular organism,n,EXS.being,0.48845,0.871499,WLD.outer_realm,-0.383048,11.024108,0.6104,True
trivialize,v,PRP.small,0.390943,0.773767,WLD.uncultured,-0.382824,12.776612,0.7629,True
quo warranto,n,BOD.ear,0.408791,0.791512,COG.enlightenment,-0.382721,14.023077,0.5372,True
hang out,v,SOC.nation,0.323997,0.706291,REL.different,-0.382294,11.069827,0.7552,True
transpiration,n,COM.conduct,0.324091,0.706291,REL.different,-0.382199,8.768626,0.5201,True
discomposure,n,ACT.build,0.368821,0.751011,SOC.stateless,-0.38219,12.432717,0.5169,True
philander,v,BEI.male,0.490631,0.872794,COM.conflict,-0.382163,11.715697,0.4506,False
migrate,v,EXS.being,0.296221,0.678352,ELM.wind,-0.382131,11.038852,0.4258,False
absolute space,n,FND.spatiality,0.518469,0.900538,FND.unchanging,-0.382069,17.104773,0.4368,False
nose,n,WLD.science,0.513125,0.895151,ACT.emit,-0.382027,13.647977,0.6303,False
smartness,n,PRP.bright,0.498557,0.880553,COG.think,-0.381996,10.784633,0.3073,False
measure,n,EXS.being,0.46878,0.850633,VAL.sacred,-0.381853,13.137481,0.676,True
decorative,adj,EXS.being,0.501538,0.883244,PRP.shallow,-0.381706,9.983584,0.8124,False
expect,v,PRP.large,0.270045,0.651732,COG.enlightenment,-0.381687,11.328974,0.4237,False
place,n,EXS.being,0.575482,0.957016,PER.untouched,-0.381533,13.216199,0.6372,True
loop,n,SOC.homeless,0.38564,0.767085,TIM.period,-0.381444,18.242238,0.6271,False
description,n,CHG.grow,0.384606,0.765869,PRP.clear,-0.381263,11.674804,0.4307,False
curse,n,ACT.build,0.454912,0.835836,EMO.fear,-0.380924,14.009257,0.5411,True
extravasation,n,COM.conduct,0.407565,0.788359,CHG.decay,-0.380794,8.500903,0.5079,False
subsidisation,n,ACT.give,0.260359,0.640822,ACT.create,-0.380464,13.357033,0.5886,True
nature study,n,COM.question,0.373614,0.754022,SOC.village,-0.380407,21.178743,0.464,False
layman,n,VAL.profane,0.447623,0.82746,SOC.request,-0.379837,13.500575,0.8118,False
foible,n,PRP.part,0.575973,0.95544,SOC.refuse,-0.379468,13.021552,0.5367,False
turnover,n,SOC.homeless,0.185813,0.565033,REL.different,-0.379219,12.393992,0.4986,True
bout,n,TIM.period,0.332311,0.711506,WLD.unskilled,-0.379195,9.881339,0.7096,True
tour,n,TIM.period,0.332311,0.711506,WLD.unskilled,-0.379195,8.755741,0.5728,True
neritic,adj,PRP.shallow,0.398392,0.777079,WLD.outer_realm,-0.378688,18.422545,0.4319,False
republish,v,SOC.work,0.524315,0.90272,FND.information,-0.378405,11.856271,0.8409,False
infrastructure,n,ECO.save,0.305007,0.683104,FND.time,-0.378097,14.115903,0.5457,False
typographical,adj,SOC.work,0.416057,0.794108,FND.uninformed,-0.378051,14.379135,0.6667,False
moult,v,EXS.being,0.507648,0.885594,ACT.lie_down,-0.377946,13.429771,0.6001,True
index,n,ACT.make,0.490037,0.867919,FND.information,-0.377882,13.107134,0.9332,False
skid,v,EXS.being,0.484074,0.861623,PER.stench,-0.377549,10.195385,0.349,False
squint,v,EXS.being,0.478521,0.856055,PRP.blunt,-0.377534,17.766224,0.4618,False
assault rifle,n,FND.unconscious,0.511894,0.889314,ECO.waste,-0.37742,13.351782,0.7132,False
variable,n,ELM.star,0.386468,0.763663,TIM.period,-0.377194,14.739212,0.6751,False
septuple,adj,PRP.multiple,0.478419,0.855441,BOD.face,-0.377022,9.128076,0.8364,True
litter,n,ACT.create,0.526189,0.902971,PER.stench,-0.376782,12.630519,0.3801,False
clocking,n,FND.temporality,0.390204,0.766714,ACT.emit,-0.37651,8.966835,0.3045,False
neighborhood,n,SOC.individual,0.390559,0.766952,PRP.part,-0.376392,13.376009,0.4162,False
fox,v,EXS.being,0.432377,0.808712,ACT.destroy,-0.376335,10.754106,0.9322,False
change owners,v,ACT.move,0.529974,0.906292,ACT.calm,-0.376318,13.412331,0.4978,True
cooperate,v,FND.labor,0.465083,0.841183,REL.together,-0.3761,20.886746,0.4216,False
sky,v,ELM.sky,0.486686,0.862711,ACT.emit,-0.376025,14.253468,0.526,True
stoop,v,EXS.being,0.540514,0.915971,PRP.blunt,-0.375457,18.981712,0.4045,False
viewpoint,n,ACT.rise,0.519772,0.895072,EXS.spirit,-0.3753,12.848662,0.524,False
litter,n,EXS.being,0.459839,0.834824,PER.stench,-0.374984,13.116729,0.9438,False
kin,adj,SOC.individual,0.451659,0.826515,VAL.sacred,-0.374856,18.587094,0.6839,False
test,v,EXS.being,0.460027,0.834871,STA.healing,-0.374844,11.970434,0.6259,True
catchment,n,ECO.save,0.368751,0.743524,SOC.nation,-0.374773,14.248941,0.5694,True
uncheckable,adj,PRP.difficult,0.461266,0.836026,FND.uninformed,-0.37476,11.753532,0.6496,True
register,v,LOG.cause,0.357348,0.73207,FND.information,-0.374723,12.363744,0.6243,False
marshal,n,SOC.homeless,0.41012,0.784719,STA.peace,-0.374599,15.071496,0.6114,True
pubertal,adj,TIM.period,0.409141,0.783729,STA.healing,-0.374588,17.009404,0.4573,True
pamper,v,EXS.being,0.442833,0.817393,COM.conflict,-0.37456,9.940166,0.4356,False
touch,v,COG.know,0.513335,0.88766,BOD.face,-0.374325,13.683707,0.5349,False
collaborate,v,FND.labor,0.526798,0.901067,REL.together,-0.374269,18.013659,0.5828,False
sprouting,n,COG.learn,0.528089,0.902311,TIM.appear,-0.374222,17.529786,0.6244,False
institution,n,SOC.homeless,0.325166,0.69925,WLD.realm,-0.374084,9.733544,0.3475,False
clock,v,FND.temporality,0.553873,0.927585,SOC.sleep,-0.373712,12.791652,0.5521,False
cousinly,adj,SOC.individual,0.548121,0.921779,SOC.family,-0.373658,13.139608,0.7565,False
derivation,n,ACT.descend,0.113853,0.487216,PRP.multiple,-0.373363,12.416916,0.6247,True
eightfold,adj,PRP.multiple,0.379972,0.753003,WLD.artless,-0.373031,9.771588,0.6021,True
restrain,v,EXS.being,0.357994,0.730933,TIM.appear,-0.372939,15.574667,0.7144,True
cooperative,adj,FND.labor,0.522068,0.894932,REL.together,-0.372864,17.611715,0.553,False
press,n,SOC.homeless,0.446218,0.818946,COM.announce,-0.372728,12.65036,0.3173,False
heading,n,SPC.direction,0.467787,0.83999,ACT.sit,-0.372203,9.698593,0.6808,True
deplore,v,WLD.artless,0.524693,0.896822,EMO.hate,-0.372129,8.155711,0.6579,False
puerperium,n,TIM.period,0.4035,0.775494,COG.instinct,-0.371994,12.28245,0.6632,False
mask,n,COM.secret,0.501066,0.87297,PRP.shallow,-0.371905,13.402476,0.8239,False
talk of,v,COM.speak,0.284409,0.656211,REL.together,-0.371802,14.900587,0.5365,True
evident,adj,WLD.artless,0.234691,0.606459,VAL.sacred,-0.371769,8.77411,0.6599,False
antipodal,adj,SPC.place,0.504502,0.876258,SOC.family,-0.371756,16.477957,0.5197,False
impending,adj,PRP.near,0.43786,0.809558,WLD.culture,-0.371698,10.177639,0.3626,False
disconcertion,n,ACT.build,0.308236,0.67993,EMO.anger,-0.371694,12.013855,0.4842,True
help,v,PRP.part,0.502537,0.87418,BEI.parent,-0.371643,9.613586,0.4087,False
trusty,adj,VAL.truth,0.588485,0.960062,PRP.strong,-0.371577,13.215732,0.5736,True
extinguish,v,CHG.end,0.562958,0.934411,ECO.waste,-0.371454,8.460074,0.429,False
pledge,n,MAT.drink,0.278122,0.649524,STA.peace,-0.371402,12.455619,0.7264,True
tree diagram,n,NAT.tree,0.463743,0.835087,WLD.science,-0.371344,15.000939,0.5014,False
stick together,v,CHG.stay,0.487659,0.858892,REL.together,-0.371233,17.545428,0.4319,False
mechanical energy,n,EXS.vitality,0.50836,0.879516,ELM.earth,-0.371156,11.398982,0.7121,False
reamer,n,ACT.obtain,0.464208,0.835275,ELM.earth,-0.371067,10.371576,0.8179,False
disinclination,n,ACT.make,0.515872,0.886873,WLD.unskilled,-0.371,11.092967,0.9282,False
